Table 140-09001 : 1999/2000 Household Expenditure Survey - Average Monthly Household Expenditure by Commodity/Service Section/Group by Type of Housing,,,,,,,,
     75. Light Rail Transit fares,27,0.2,27,0.1,8,[-§32],17,0.1
     76. Tram fares,1,[-§32],1,[-§32],5,[-§32],3,[-§32]
     77. Ferry fares,4,[-§32],5,[-§32],16,0.1,10,[-§32]
     78. Inbound and outbound transport,51,0.4,80,0.4,176,0.6,120,0.5
"     79. Transport, others",49,0.4,118,0.5,145,0.5,110,0.5
Miscellaneous services,2063,16.1,3283,14.8,4094,15.0,3310,15.2
     80. School fees,537,4.2,812,3.7,977,3.6,809,3.7
     81. Other educational charges,23,0.2,36,0.2,33,0.1,30,0.1
     82. Medical services,325,2.5,501,2.3,570,2.1,480,2.2
     83. Cinema entertainment,23,0.2,27,0.1,35,0.1,30,0.1
     84. Package tours,135,1.1,285,1.3,362,1.3,277,1.3
     85. Expenses on parties,32,0.3,35,0.2,50,0.2,42,0.2
     86. Other entertainment and holiday expenses,81,0.6,117,0.5,126,0.5,110,0.5
     87. Household services,108,0.8,443,2.0,805,3.0,521,2.4
     88. Hair-dressing,57,0.4,83,0.4,93,0.3,80,0.4
     89. Repairs to personal and household goods,11,0.1,21,0.1,22,0.1,18,0.1
"     90. Professional services, photo-printing, subscriptions and other services",131,1.0,192,0.9,288,1.1,222,1.0
     91. Postal services,2,[-§32],4,[-§32],8,[-§32],5,[-§32]
     92. Telephone and other communications services,597,4.6,727,3.3,725,2.7,685,3.1
Overall,12842,100.0,22168,100.0,27239,100.0,21797,100.0
 ,,,,,,,,
Note(s):,,,,,,,,
(a) The Household Expenditure Survey (HES) is conducted at five-yearly intervals to collect up-to-date information on the expenditure patterns of households in Hong Kong for updating the expenditure weights used for compiling the Consumer Price Index. The 1999/2000 HES was conducted during the period from October 1999 to September 2000.,,,,,,,,
(b) Figures may not add up to totals due to rounding.,,,,,,,,
"(c) Group 80 “School fees” covers “Kindergarten”, “Primary”, “Secondary”, “Craft and technician level”, “Post-secondary (including distance learning)”, “Private, vocational”, “Language courses” and “Other courses”. “Tuition schools and expenses on tuition” is also included.",,,,,,,,
(d) Statistics on medical expenses are subsumed in group 57 “Proprietary medicines and supplies” and group 82 “Medical services”.,,,,,,,,
[-§32] Less than 0.05%,,,,,,,,
 ,,,,,,,,
Source:,,,,,,,,
Household Expenditure Survey,,,,,,,,
"Price Analysis & Research Section,",,,,,,,,
Census and Statistics Department,,,,,,,,
(Enquiry telephone no. : 3903 7384,,,,,,,,
 Enquiry e-mail : hes@censtatd.gov.hk),,,,,,,,
 ,,,,,,,,
"Release Date: 15 June, 2006",,,,,,,,
