Table 140-09004 : 2014/15 Household Expenditure Survey - Average Monthly Household Expenditure by Commodity/Service Section/Group by Type of Housing,,,,,,,,
     50. Children's and infants' footwear,19,0.1,20,0.1,40,0.1,30,0.1
Durable goods,380,2.9,751,2.9,1246,3.4,892,3.2
     51. Furniture,34,0.3,60,0.2,131,0.4,89,0.3
"     52. Home appliances, electric and gas",103,0.8,143,0.5,204,0.6,162,0.6
     53. Video and sound equipment,45,0.3,112,0.4,129,0.4,100,0.4
     54. Information technology and telecommunications equipment,88,0.7,163,0.6,214,0.6,166,0.6
     55. Tableware and kitchen utensils,18,0.1,22,0.1,42,0.1,31,0.1
"     56. Watches, clocks, cameras and optical goods",26,0.2,89,0.3,197,0.5,125,0.5
     57. Travel and sports goods,58,0.4,154,0.6,274,0.7,187,0.7
"     58. Durable goods, others",8,0.1,7,[-§32],53,0.1,31,0.1
Miscellaneous goods,664,5.0,939,3.6,1294,3.5,1038,3.8
     59. Proprietary medicines and supplies,166,1.3,192,0.7,257,0.7,217,0.8
     60. Newspapers,24,0.2,33,0.1,25,0.1,26,0.1
     61. Books and periodicals (excluding textbooks),18,0.1,33,0.1,55,0.2,40,0.1
     62. Stationery,21,0.2,25,0.1,42,0.1,32,0.1
     63. Soft furnishings,13,0.1,46,0.2,46,0.1,36,0.1
     64. Cosmetics and personal care products,179,1.3,242,0.9,329,0.9,268,1.0
     65. Household cleansing tools and supplies,36,0.3,45,0.2,49,0.1,44,0.2
     66. Jewellery,33,0.3,119,0.5,165,0.4,116,0.4
     67. Toys and hobbies,35,0.3,62,0.2,125,0.3,87,0.3
     68. Purchases of textbooks,103,0.8,82,0.3,119,0.3,108,0.4
"     69. Household goods, others",36,0.3,58,0.2,82,0.2,63,0.2
Transport,1049,7.9,1636,6.3,2849,7.8,2081,7.5
     70. Purchases of and repairs to motor vehicles,26,0.2,101,0.4,494,1.3,281,1.0
     71. Motor fuel,31,0.2,121,0.5,274,0.7,172,0.6
"     72. Motor licences, insurance, instructor's fees, parking fees and tunnel tolls",78,0.6,261,1.0,741,2.0,452,1.6
     73. Bus fares,312,2.4,382,1.5,261,0.7,298,1.1
     74. Tram fares,1,[-§32],1,[-§32],3,[-§32],2,[-§32]
     75. Public light bus fares,112,0.8,108,0.4,109,0.3,110,0.4
     76. Taxi fares,50,0.4,85,0.3,196,0.5,132,0.5
     77. MTR fares,378,2.8,448,1.7,403,1.1,403,1.5
     78. Ferry fares,3,[-§32],3,[-§32],18,[-§32],11,[-§32]
"     79. Local transport, others",21,0.2,31,0.1,117,0.3,72,0.3
     80. Inbound and outbound transport fares,36,0.3,96,0.4,233,0.6,148,0.5
Miscellaneous services,2065,15.6,3449,13.2,5967,16.2,4323,15.6
     81. School fees,640,4.8,802,3.1,1530,4.2,1128,4.1
     82. Other educational charges,25,0.2,29,0.1,43,0.1,35,0.1
     83. Medical services,384,2.9,638,2.4,940,2.6,716,2.6
     84. Cinema entertainment,20,0.1,32,0.1,40,0.1,33,0.1
     85. Package tours,170,1.3,534,2.0,884,2.4,602,2.2
     86. Expenses on parties,68,0.5,163,0.6,46,0.1,73,0.3
     87. Other entertainment and holiday expenses,21,0.2,32,0.1,75,0.2,51,0.2
     88. Household services,115,0.9,383,1.5,1096,3.0,668,2.4
     89. Hair-dressing,39,0.3,78,0.3,95,0.3,74,0.3
     90. Beauty treatment and fitness services,9,0.1,35,0.1,160,0.4,92,0.3
     91. Repairs to personal and household goods,9,0.1,8,[-§32],32,0.1,21,0.1
"     92. Professional services, subscriptions and other services",46,0.3,85,0.3,228,0.6,147,0.5
     93. Information and communications services,518,3.9,628,2.4,720,2.0,642,2.3
     94. Photographic and photo-printing services,1,[-§32],1,[-§32],78,0.2,41,0.1
Overall,13275,100.0,26075,100.0,36728,100.0,27627,100.0
 ,,,,,,,,
Note(s):,,,,,,,,
(a) The Household Expenditure Survey (HES) is conducted once every 5 years to collect up-to-date information on the expenditure patterns of households in Hong Kong for updating the expenditure weights used for compiling the Consumer Price Index. The 2014/15 HES was conducted during the period from October 2014 to September 2015.,,,,,,,,
(b) Figures or percentages may not add up to the respective totals due to rounding.,,,,,,,,
"(c) Group 81 “School fees” covers “Kindergarten”, “Primary”, “Secondary”, “Diploma Yi Jin, craft and technician level”, “Post-secondary (including distance learning)”, “Private, vocational”, “Language courses” and “Other courses”. “Tuition schools and expenses on tuition” is also included.",,,,,,,,
(d) Statistics on medical expenses are subsumed in group 59 “Proprietary medicines and supplies” and group 83 “Medical services”.,,,,,,,,
[-§32] Less than 0.05%,,,,,,,,
 ,,,,,,,,
Source:,,,,,,,,
Household Expenditure Survey,,,,,,,,
"Price Analysis & Research Section,",,,,,,,,
Census and Statistics Department,,,,,,,,
(Enquiry telephone no. : 3903 7384,,,,,,,,
 Enquiry e-mail : hes@censtatd.gov.hk),,,,,,,,
 ,,,,,,,,
"Release Date: 29 April, 2016",,,,,,,,
