Table 140-09005 : 2019/20 Household Expenditure Survey - Average Monthly Household Expenditure by Commodity/Service Section/Group by Type of Housing,,,,,,,,
     17. Fresh fruit,186,1.2,223,0.8,253,0.7,231,0.8
     18. Processed fruit,5,[-§32],9,[-§32],7,[-§32],7,[-§32]
     19. Dairy products,63,0.4,105,0.4,120,0.3,102,0.3
     20. Eggs,50,0.3,50,0.2,51,0.1,51,0.2
     21. Edible oils,36,0.2,27,0.1,34,0.1,33,0.1
     22. Carbonated drinks,17,0.1,15,0.1,19,0.1,18,0.1
     23. Other non-alcoholic beverages,66,0.4,77,0.3,85,0.2,79,0.3
     24. Sugar,4,[-§32],4,[-§32],5,[-§32],5,[-§32]
     25. Confectionery,18,0.1,26,0.1,23,0.1,22,0.1
     26. Flavourings and additives,24,0.2,33,0.1,38,0.1,34,0.1
"     27. Food, others",149,1.0,181,0.7,192,0.5,179,0.6
Housing,1777,11.8,11184,40.5,16670,44.0,11865,39.3
"     28. Rent, including rates and government rent",1701,11.3,10100,36.6,15218,40.2,10836,35.8
     29. Management fees and other housing charges,76,0.5,1084,3.9,1452,3.8,1030,3.4
"Electricity, gas and water",575,3.8,678,2.5,742,2.0,688,2.3
     30. Electricity,282,1.9,343,1.2,440,1.2,383,1.3
     31. Towngas,211,1.4,238,0.9,173,0.5,193,0.6
     32. Liquefied petroleum gas and other fuel,13,0.1,21,0.1,47,0.1,34,0.1
     33.Water and sewage charges,70,0.5,76,0.3,81,0.2,77,0.3
Alcoholic drinks and tobacco,175,1.2,126,0.5,158,0.4,157,0.5
     34. Wines and spirits,13,0.1,16,0.1,68,0.2,45,0.1
     35. Beer,15,0.1,15,0.1,17,[-§32],16,0.1
     36. Cigarettes,147,1.0,95,0.3,72,0.2,96,0.3
Clothing and footwear,525,3.5,631,2.3,881,2.3,748,2.5
     37. Men’s outerclothing,114,0.8,165,0.6,196,0.5,170,0.6
     38. Men’s underclothing,7,[-§32],5,[-§32],13,[-§32],10,[-§32]
     39. Women’s outerclothing,202,1.3,226,0.8,350,0.9,291,1.0
     40. Women’s underclothing,23,0.2,38,0.1,27,0.1,28,0.1
     41. Children’s outerclothing,36,0.2,31,0.1,64,0.2,52,0.2
     42. Children’s underclothing,7,[-§32],3,[-§32],4,[-§32],5,[-§32]
     43. Infants’ clothing,3,[-§32],2,[-§32],12,[-§32],8,[-§32]
"     44. Clothing, others",9,0.1,19,0.1,28,0.1,21,0.1
     45. Men’s footwear,63,0.4,58,0.2,77,0.2,70,0.2
     46. Women’s footwear,55,0.4,81,0.3,96,0.3,83,0.3
     47. Children’s and infants’ footwear,6,[-§32],3,[-§32],14,[-§32],10,[-§32]
Durable goods,824,5.5,1130,4.1,1585,4.2,1312,4.3
     48. Furniture,85,0.6,76,0.3,134,0.4,112,0.4
"     49. Home appliances, electric and gas",229,1.5,271,1.0,313,0.8,284,0.9
     50. Video and sound equipment,35,0.2,70,0.3,85,0.2,70,0.2
     51. Information technology and telecommunications equipment,342,2.3,417,1.5,517,1.4,455,1.5
     52. Tableware and kitchen utensils,17,0.1,32,0.1,31,0.1,27,0.1
"     53. Watches, clocks, cameras and optical goods",45,0.3,127,0.5,223,0.6,161,0.5
"     54. Travel goods, handbags and other personal effects",66,0.4,134,0.5,245,0.6,180,0.6
"     55. Durable goods, others",5,[-§32],3,[-§32],37,0.1,23,0.1
Miscellaneous goods,840,5.6,1101,4.0,1154,3.0,1062,3.5
     56. Proprietary medicines and supplies,322,2.1,393,1.4,315,0.8,329,1.1
"     57. Newspapers, books and periodicals",22,0.1,31,0.1,46,0.1,37,0.1
     58. Stationery,20,0.1,29,0.1,40,0.1,33,0.1
     59. Soft furnishings,37,0.2,43,0.2,50,0.1,45,0.1
     60. Cosmetics and personal care products,220,1.5,282,1.0,298,0.8,275,0.9
     61. Household cleansing tools and supplies,50,0.3,59,0.2,52,0.1,52,0.2
     62. Jewellery,17,0.1,75,0.3,89,0.2,68,0.2
     63. Toys and hobbies,33,0.2,58,0.2,72,0.2,59,0.2
     64. Purchases of textbooks,93,0.6,82,0.3,137,0.4,117,0.4
"     65. Household goods, others",28,0.2,50,0.2,55,0.1,47,0.2
Transport,1037,6.9,1616,5.8,2601,6.9,2033,6.7
     66. Purchases of and repairs to motor vehicles,87,0.6,107,0.4,359,0.9,247,0.8
     67. Motor fuel,42,0.3,124,0.4,272,0.7,188,0.6
"     68. Motor licences, insurance, instructor's fees, parking fees and tunnel tolls",125,0.8,407,1.5,817,2.2,569,1.9
     69. Bus fares,278,1.8,285,1.0,235,0.6,254,0.8
     70.Tram fares,[-§19],[-§32],[-§19],[-§32],2,[-§32],2,[-§32]
     71. Public light bus fares,105,0.7,82,0.3,87,0.2,91,0.3
     72. Taxi fares,44,0.3,80,0.3,146,0.4,108,0.4
     73. MTR fares,284,1.9,350,1.3,322,0.8,316,1.0
     74. Ferry fares,3,[-§32],3,[-§32],12,[-§32],8,[-§32]
"     75. Local transport, others",25,0.2,46,0.2,121,0.3,84,0.3
     76. Inbound and outbound transport fares,45,0.3,131,0.5,228,0.6,165,0.5
Miscellaneous services,2185,14.6,3343,12.1,5451,14.4,4257,14.1
     77. School fees,759,5.1,993,3.6,1728,4.6,1357,4.5
     78. Other educational charges,24,0.2,32,0.1,62,0.2,47,0.2
     79. Medical services,450,3.0,660,2.4,958,2.5,777,2.6
     80. Cinema entertainment,9,0.1,14,[-§32],11,[-§32],11,[-§32]
     81. Package tours,61,0.4,196,0.7,289,0.8,214,0.7
     82. Expenses on parties,1,[-§32],10,[-§32],32,0.1,20,0.1
     83. Other entertainment and holiday expenses,16,0.1,28,0.1,43,0.1,34,0.1
     84. Household services,162,1.1,455,1.6,1114,2.9,759,2.5
     85. Hair-dressing,34,0.2,55,0.2,46,0.1,44,0.1
     86. Beauty treatment and fitness services,34,0.2,137,0.5,205,0.5,149,0.5
     87. Information and communications services,530,3.5,607,2.2,668,1.8,622,2.1
     88. Other services,106,0.7,157,0.6,293,0.8,222,0.7
Overall,15018,100.0,27631,100.0,37895,100.0,30230,100.0
 ,,,,,,,,
Note(s):,,,,,,,,
(a) The Household Expenditure Survey (HES) is conducted once every 5 years to collect up-to-date information on the expenditure patterns of households in Hong Kong for updating the expenditure weights used for compiling the Consumer Price Index. The 2019/20 HES was conducted during the period from October 2019 to September 2020.,,,,,,,,
(b) Figures or percentages may not add up to the respective totals due to rounding.,,,,,,,,
"(c) Group 77 “School fees” covers “Kindergarten”, “Primary”, “Secondary”, “Diploma Yi Jin, craft and technician level”, “Post-secondary (including distance learning)”, “Private, vocational”, “Language courses” and “Other courses”. “Tuition schools and expenses on tuition” is also included.",,,,,,,,
(d) Statistics on medical expenses are subsumed in group 56 “Proprietary medicines and supplies” and group 79 “Medical services”.,,,,,,,,
(e) The classification of commodities/services had been reviewed. Certain groups had been reclassified and/or renamed. The total number of commodity/service groups reduced from 94 in the 2014/15 HES to 88 in the 2019/20 HES.,,,,,,,,
"(f) The data collection of the 2019/20 HES was conducted from October 2019 to September 2020, during which consumer behaviour was severely affected by the COVID-19 epidemic and household spending on some commodities/services should have deviated significantly from those under normal circumstances. The household expenditure figures of the 2019/20 HES should therefore be carefully interpreted.",,,,,,,,
[-§32] Less than 0.05%,,,,,,,,
[-§19] Less than $0.5,,,,,,,,
 ,,,,,,,,
Source:,,,,,,,,
Household Expenditure Survey,,,,,,,,
"Price Analysis & Research Section,",,,,,,,,
Census and Statistics Department,,,,,,,,
(Enquiry telephone no. : 3903 7384,,,,,,,,
 Enquiry e-mail : hes@censtatd.gov.hk),,,,,,,,
 ,,,,,,,,
"Release Date: 17 June, 2021",,,,,,,,
